beds,avg_price,count,propertyType,suburb,median
5,691.6666666666666,3,House,Doncaster East,685.0
5,900.0,1,House,Donvale,900.0
5,550.0,1,House,Drysdale,550.0
5,1400.0,1,House,Elsternwick,1400.0
5,615.0,2,House,Endeavour Hills,615.0
5,400.0,1,House,Eppalock,400.0
5,675.0,2,House,Epping,675.0
5,1050.0,2,House,Essendon,1050.0
5,700.0,1,House,Fairfield,700.0
5,820.0,1,House,Flemington,820.0
5,1300.0,1,House,Flinders,1300.0
5,795.0,1,House,Frankston,795.0
5,460.0,1,House,Fraser Rise,460.0
5,595.0,1,House,Geelong,595.0
5,888.75,4,House,Glen Iris,785.0
5,688.0,5,House,Glen Waverley,680.0
5,580.0,1,House,Greensborough,580.0
5,475.0,1,House,Hamilton,475.0
5,1100.0,1,House,Hampton East,1100.0
5,445.0,1,House,Hampton Park,445.0
5,2025.0,2,House,Hawthorn,2025.0
5,3750.0,1,House,Hawthorn East,3750.0
5,600.0,1,House,Hazelwood North,600.0
5,523.75,4,House,Hoppers Crossing,505.0
5,1500.0,1,House,Irymple,1500.0
5,1100.0,1,House,Ivanhoe,1100.0
5,510.0,2,House,Kalkallo,510.0
5,1228.75,4,House,Kew,1010.0
5,672.5,2,House,Keysborough,672.5
5,580.0,1,House,Kingsbury,580.0
5,650.0,1,House,Knoxfield,650.0
5,440.0,1,House,Lake Tyers Beach,440.0
5,500.0,1,House,Lalor,500.0
5,550.0,2,House,Lara,550.0
5,510.0,1,House,Lyndhurst,510.0
5,550.0,1,House,Maidstone,550.0
5,2625.0,2,House,Malvern,2625.0
5,924.5,2,House,Malvern East,924.5
5,500.0,1,House,Manor Lakes,500.0
5,725.0,1,House,Maribyrnong,725.0
5,420.0,1,House,Melton South,420.0
5,690.0,1,House,Mentone,690.0
5,520.0,3,House,Mernda,480.0
5,500.0,1,House,Mill Park,500.0
5,950.0,1,House,Moonee Ponds,950.0
5,1100.0,1,House,Mordialloc,1100.0
5,470.0,1,House,Morwell,470.0
5,1375.0,2,House,Mount Eliza,1375.0
5,653.3333333333334,3,House,Mount Waverley,660.0
5,700.0,1,House,Narre Warren South,700.0
5,750.0,1,House,North Melbourne,750.0
5,660.0,1,House,Officer,660.0
5,780.0,1,House,Olinda,780.0
5,560.0,1,House,Pakenham,560.0
5,1000.0,1,House,Parkville,1000.0
5,990.0,1,House,Pascoe Vale South,990.0
5,700.0,1,House,Plenty,700.0
5,550.0,5,House,Point Cook,530.0
5,450.0,1,House,Riddells Creek,450.0
5,425.0,1,House,Ringwood,425.0
5,842.5,2,House,Rye,842.5
5,700.0,1,House,Safety Beach,700.0
5,650.0,1,House,Sailors Gully,650.0
5,1100.0,1,House,Seddon,1100.0
5,530.0,1,House,Shepparton,530.0
5,800.0,1,House,Skye,800.0
5,850.0,1,House,Sorrento,850.0
5,1495.0,1,House,St Kilda,1495.0
5,1650.0,1,House,St Kilda East,1650.0
5,440.0,1,House,St Leonards,440.0
5,620.0,1,House,Strathfieldsaye,620.0
5,550.0,1,House,Strathtulloh,550.0
5,600.0,1,House,Sunbury,600.0
5,550.0,1,House,Sunshine,550.0
5,580.0,1,House,Sunshine West,580.0
5,1300.0,1,House,Surrey Hills,1300.0
5,720.0,1,House,Templestowe,720.0
5,645.0,1,House,Templestowe Lower,645.0
5,395.0,1,House,Thornhill Park,395.0
5,1566.6666666666667,3,House,Toorak,1300.0
5,1500.0,1,House,Torquay,1500.0
5,580.0,1,House,Truganina,580.0
5,700.0,1,House,Vermont South,700.0
5,547.5,2,House,Wantirna,547.5
5,755.0,2,House,Wantirna South,755.0
5,495.0,1,House,Warragul,495.0
5,550.0,1,House,Waurn Ponds,550.0
5,440.0,1,House,Weir Views,440.0
5,487.5,4,House,Werribee,477.5
5,635.0,1,House,Wheelers Hill,635.0
5,490.0,1,House,Williams Landing,490.0
5,670.0,1,House,Winter Valley,670.0
5,520.0,1,House,Wollert,520.0
5,595.0,1,House,Wonthaggi,595.0
5,430.0,3,House,Wyndham Vale,440.0
5,650.0,1,House,Yan Yean,650.0
5,550.0,1,House,Yarram,550.0
5,730.0,1,House,Yarraville,730.0
5,850.0,1,Townhouse,Ascot Vale,850.0
5,750.0,1,Townhouse,Aspendale,750.0
5,800.0,1,Townhouse,Bulleen,800.0
5,1250.0,1,Townhouse,Camberwell,1250.0
5,700.0,1,Townhouse,Clayton,700.0
5,680.0,2,Townhouse,Clayton South,680.0
5,3750.0,1,Townhouse,Docklands,3750.0
5,900.0,1,Townhouse,Doncaster,900.0
5,850.0,1,Townhouse,Mount Waverley,850.0
5,750.0,1,Townhouse,Notting Hill,750.0
6,830.0,1,Acreage / Semi-Rural,Sunbury,830.0
6,180.0,1,Apartment / Unit / Flat,Clayton,180.0
6,1148.0,1,House,Balaclava,1148.0
6,1595.0,2,House,Balwyn North,1595.0
6,650.0,1,House,Bell Park,650.0
6,500.0,1,House,Benalla,500.0
6,750.0,1,House,Black Hill,750.0
6,610.0,2,House,Burwood,610.0
6,1575.0,2,House,Camberwell,1575.0
6,1116.6666666666667,3,House,Carlton,1200.0
6,580.0,1,House,Clayton,580.0
6,995.0,1,House,Coburg,995.0
6,850.0,1,House,Cranbourne East,850.0
6,750.0,1,House,Diamond Creek,750.0
6,1325.0,1,House,Elwood,1325.0
6,4000.0,1,House,Flinders,4000.0
6,1250.0,2,House,Glen Iris,1250.0
6,660.0,1,House,Grovedale,660.0
6,800.0,1,House,Highton,800.0
6,600.0,1,House,Indented Head,600.0
6,3500.0,1,House,Kew,3500.0
6,550.0,1,House,Manor Lakes,550.0
6,820.0,1,House,Maribyrnong,820.0
6,580.0,1,House,Mount Waverley,580.0
6,722.5,2,House,Narre Warren South,722.5
6,190.0,1,House,Norlane,190.0
6,680.0,1,House,Pakenham,680.0
6,1200.0,1,House,Richmond,1200.0
6,600.0,1,House,St Albans,600.0
6,600.0,1,House,Sunshine,600.0
6,600.0,1,House,Werribee,600.0
6,700.0,1,Townhouse,Box Hill North,700.0
6,850.0,1,Townhouse,Clayton,850.0
7,1250.0,1,House,Brunswick,1250.0
7,170.0,1,House,Dandenong,170.0
8,1950.0,1,House,Balaclava,1950.0
8,1300.0,1,House,Mordialloc,1300.0
9,850.0,1,House,Footscray,850.0
